# 原文\t譯文　　譯文欄留空 = 沿用原文；escape（\ddd）與 ^ 原樣保留
There's probably nothing interesting in it.	裡面大概沒什麼有趣的。
That kind is too bulky to carry around all day.	那種太笨重了，沒辦法整天帶著。
No, somebody'd probably see me.	不，大概會被人看到。
Let's see, it's 101, 999, 57.	我看看，是 101、999、57。
I hope no one's watching.	希望沒人在看。
I look so goofy on video.	我在錄影裡看起來好蠢。
Always make sure they get your good side.	一定要確保他們拍到你好看的那一面。
He almost took my hand off with the door!	他關門差點把我的手夾斷！
I can't get the contract.	我拿不到合約。
I'm not so sure that's a good idea.	我不太確定那是好主意。
crowbar	鐵撬
He looks like he's in a hurry.	他看起來很趕。
Here, perhaps these are your keys.	來，這也許是你的鑰匙。
He doesn't need this anymore.	他不再需要這個了。
I doubt he'd be interested.	我看他不會有興趣。
He could easily overpower me.	他可以輕易制伏我。
Hey, that's friggin' hilarious.\255\003Why don't you go show your mamma now, cuz I'm busy!	喂，有夠好笑。\255\003你怎麼不去給你媽看，我很忙！
Would you like some coffee?	要來點咖啡嗎？
No thanks.	不用了，謝謝。
I need steady hands in my line of work.	我這行需要穩定的手。
What line of work is that?	那是哪一行？
Uh^ brain surgery.	呃^腦外科。
Man!\255\003Guess you don't need sleeping pills if you've got THAT around.\255\003Now go away, kid, you bother me.	老天！\255\003有那玩意在旁邊大概就不需要安眠藥了。\255\003快走開，小子，你很煩。
man in ski mask	戴頭套的男人
Someone wrote `WASH ME` in the dust.	有人在灰塵上寫了 `洗我`。
Some people think that washing one's vehicle will make it rain.	有人認為洗車會下雨。
Oh?	是喔？
Uh-huh.	嗯哼。
How about that.	真有意思。
Oh, I could never do that.	喔，我絕對做不到。
windshield	擋風玻璃
It's really dirty.	真的很髒。
I think it's locked.	我想它鎖住了。
It's not my car.	這不是我的車。
I would, but it would only rain.	我是想啦，但那只會下雨。
It didn't work for the other guy. Why should it work for me?	對別人沒用。對我會有用嗎？
I'm no vandal.	我不是破壞狂。
filthy old car	骯髒的老車
I think they filmed `Motel Slasher 3` here.	我想 `汽車旅館殺人狂 3` 是在這裡拍的。
That would take a bit more time and paint than I've got.	那需要的時間和油漆比我有的還多。
It WOULD be an improvement.	那確實會有改善。
motel	汽車旅館
It's stuck.  I think he broke it.	卡住了。我想是他弄壞的。
It's a bit late for that.	現在有點太遲了。
trunk	後車廂
It must be one of these.	一定是這裡面某一把。
Maybe this one.	也許是這把。
What sort of person would carry around this many keys?	什麼樣的人會隨身帶這麼多鑰匙？
Where?\255\003Gimme!	哪裡？\255\003給我！
Hey, thanks pal.\255\003Keep the crowbar.	嘿，謝啦老兄。\255\003鐵撬你留著。
Thank you, masked man.	謝謝你，蒙面人。
Don't sneak up on me like that!	別那樣偷偷靠近我！
Say, I'm kind of busy^	那個，我有點忙^
What are you up to?	你在幹嘛？
I don't see your keys in the car.	我沒看到你的鑰匙在車裡。
If you're locked out, why break into the TRUNK?	你要是被鎖在外面，幹嘛撬後車廂？
Nice crowbar!	鐵撬不錯！
Er, I, uh^\255\003I locked my keys in the car.	呃，我，那個^\255\003我把鑰匙鎖在車裡了。
Thanks.\255\003Don't even think about asking to use it. I need it.	謝了。\255\003想都別想跟我借。我要用。
Yeah, I know.	對，我知道。
Um, actually, I lost them somewhere.	呃，其實我把它們弄丟在某個地方了。
I, uh, have a spare set of keys in there.	我，呃，備用鑰匙放在那裡面。
Look, I'm in a bit of a hurry, so kindly beat it.	聽著，我有點趕，麻煩你走開。
Nice crowbar.	鐵撬不錯。
Hey, do you mind?\255\003I'm using this.	喂，你介意嗎？\255\003我正在用。
That won't do any good.	那樣沒用。
Naa.	不要。
Seems to have a high tensile strength.	抗拉強度好像很高。
It won't all fit in the Chron-O-John at once.	沒辦法一次全塞進時光廁。
Nothing happened.	什麼都沒發生。
Whoopee.	真棒喔。
He's all wrapped in red tape.	他被紅膠帶纏得滿滿的。
